ts_utc,ts_local,gen_biomass_mw,gen_coal_derived_gas_mw,gen_gas_mw,gen_geothermal_mw,gen_hard_coal_mw,gen_hydro_pumped_storage_consumption_mw,gen_hydro_pumped_storage_mw,gen_hydro_reservoir_mw,gen_hydro_run_of_river_mw,gen_lignite_mw,gen_oil_mw,gen_other_mw,gen_other_renewable_mw,gen_solar_mw,gen_waste_mw,gen_wind_offshore_mw,gen_wind_onshore_mw,gen_total_mw
2024-12-31T23:00Z,2025-01-01 00:00,3829.705,595.773,4692.858,33.082,2806.452,867.375,458.190,100.623,1350.245,3269.427,382.173,211.715,98.267,9.555,718.950,2502.170,32883.585,53942.770
2025-01-01T00:00Z,2025-01-01 01:00,3774.617,569.847,4327.962,33.252,2718.960,1100.285,144.220,49.888,1340.235,3739.250,382.178,211.575,98.343,9.545,721.380,2395.267,33528.857,54045.378
2025-01-01T01:00Z,2025-01-01 02:00,3749.725,538.155,4218.188,33.300,2716.963,2250.030,1.075,28.920,1324.795,3265.045,382.165,211.707,98.088,9.293,719.495,2614.137,33791.345,53702.395
2025-01-01T02:00Z,2025-01-01 03:00,3749.448,494.475,4279.880,33.593,2639.040,2645.000,96.992,17.250,1308.697,3226.438,382.163,211.585,93.595,9.412,715.275,1684.220,32901.542,51843.605
2025-01-01T03:00Z,2025-01-01 04:00,3723.822,474.123,4334.935,33.730,2583.097,4566.220,3.325,28.163,1302.765,3237.432,382.168,211.570,93.630,9.217,717.197,1327.737,33148.395,51611.307
2025-01-01T04:00Z,2025-01-01 05:00,3725.290,466.147,4465.212,33.565,2403.227,5162.405,0.000,10.850,1296.812,3223.700,382.165,211.522,95.793,9.095,720.475,1162.980,33611.195,51818.030
2025-01-01T05:00Z,2025-01-01 06:00,3762.065,465.858,4489.202,33.267,2268.110,4951.892,16.880,56.565,1308.275,3237.150,382.165,209.660,96.392,10.575,718.680,1036.890,35484.803,53576.538
2025-01-01T06:00Z,2025-01-01 07:00,3793.762,463.538,4439.260,32.307,1987.773,2843.028,95.022,155.162,1312.910,3251.190,382.173,209.553,96.750,12.445,719.567,1309.912,36136.940,54398.265
2025-01-01T07:00Z,2025-01-01 08:00,3899.335,454.707,4092.595,31.742,1859.987,2260.863,56.597,117.688,1312.190,3241.105,382.173,209.480,96.642,723.555,716.597,2419.017,35709.268,55322.680
2025-01-01T08:00Z,2025-01-01 09:00,3908.088,460.380,4021.533,30.970,1828.202,4075.512,40.570,127.530,1337.652,3238.592,382.190,209.507,97.328,4054.283,720.350,2093.997,34633.128,57184.300
2025-01-01T09:00Z,2025-01-01 10:00,3833.245,498.308,3999.675,29.955,1844.347,5632.293,26.797,88.730,1362.070,3273.220,382.188,205.795,97.030,7921.698,719.903,2116.360,36185.438,62584.758
2025-01-01T10:00Z,2025-01-01 11:00,3842.137,537.960,3980.543,28.538,1849.865,5584.202,54.212,69.690,1381.988,3265.520,382.180,204.230,96.410,11159.882,719.023,1851.033,35969.425,65392.635
2025-01-01T11:00Z,2025-01-01 12:00,3791.520,542.435,3658.662,28.460,1848.588,5518.185,53.742,98.525,1399.027,3283.660,382.188,203.767,90.778,12122.542,712.217,2145.015,36697.088,67058.215
2025-01-01T12:00Z,2025-01-01 13:00,3766.812,526.988,3636.222,28.980,1849.447,5384.747,140.170,105.382,1393.770,3242.122,382.178,203.770,86.002,10670.075,716.460,2690.005,37676.435,67114.820
2025-01-01T13:00Z,2025-01-01 14:00,3774.465,485.322,3625.573,28.730,1835.787,5014.382,87.853,90.028,1358.152,3291.475,382.163,203.815,95.650,7056.845,715.513,3463.355,38653.910,65148.635
2025-01-01T14:00Z,2025-01-01 15:00,3821.758,515.543,3602.503,29.238,1833.543,3145.818,97.097,98.227,1337.620,3348.685,382.160,198.482,96.877,2781.540,715.278,4612.802,41343.917,64815.270
2025-01-01T15:00Z,2025-01-01 16:00,3982.625,568.247,3654.198,30.422,1934.325,1100.612,432.108,135.450,1339.935,3395.735,382.173,197.570,97.498,193.335,726.418,4720.448,41985.838,63776.322
2025-01-01T16:00Z,2025-01-01 17:00,4110.880,558.785,3703.912,30.803,2326.410,516.392,393.392,106.177,1346.987,3337.548,382.170,196.120,97.450,19.225,727.600,4809.927,43896.932,66044.320
2025-01-01T17:00Z,2025-01-01 18:00,4143.757,522.500,3711.617,30.863,2667.670,448.010,515.900,38.450,1340.470,3289.565,382.185,196.035,97.250,14.742,723.067,3803.220,44343.395,65820.688
2025-01-01T18:00Z,2025-01-01 19:00,4124.775,516.102,3746.220,30.590,2778.217,817.300,448.867,96.843,1350.660,3308.745,382.190,196.123,97.218,12.307,721.462,3496.740,43481.995,64789.055
2025-01-01T19:00Z,2025-01-01 20:00,4047.867,518.195,3599.938,30.288,2897.725,1437.102,404.447,39.385,1329.570,3209.575,382.168,196.298,97.332,12.538,705.215,3979.452,42821.548,64271.540
2025-01-01T20:00Z,2025-01-01 21:00,3987.280,511.000,3577.863,30.605,3004.990,1523.418,556.170,51.605,1318.507,3195.255,382.178,196.442,97.178,11.297,723.743,3979.510,41568.522,63192.145
2025-01-01T21:00Z,2025-01-01 22:00,3943.033,481.188,3532.010,31.645,3089.805,1078.023,560.510,41.108,1319.818,3191.952,382.168,196.585,96.498,9.930,724.267,3853.505,39807.988,61262.007
2025-01-01T22:00Z,2025-01-01 23:00,3852.468,506.207,3526.568,32.233,3114.918,1420.340,487.585,42.322,1315.195,3186.247,382.185,196.728,96.627,9.610,720.760,4114.698,39762.445,61346.795
2025-01-01T23:00Z,2025-01-02 00:00,3752.445,534.230,3563.675,32.367,3228.230,1984.350,692.987,102.160,1307.740,3441.025,366.197,196.815,97.145,8.393,711.475,4033.007,37889.580,59957.473
2025-01-02T00:00Z,2025-01-02 01:00,3751.173,495.062,3346.977,32.582,2909.767,2357.940,450.870,54.005,1305.122,3844.347,366.173,196.775,96.770,6.388,713.500,4753.488,36385.463,58708.463
2025-01-02T01:00Z,2025-01-02 02:00,3756.797,497.435,3391.255,32.053,2460.545,1876.132,411.390,51.930,1307.095,3941.420,366.155,196.722,96.825,5.990,726.325,5264.670,34227.995,56734.602
2025-01-02T02:00Z,2025-01-02 03:00,3761.525,492.435,3489.122,31.320,2299.688,1502.195,423.265,76.285,1290.775,3999.410,366.163,196.637,96.567,6.442,723.060,5593.778,32641.678,55488.150
2025-01-02T03:00Z,2025-01-02 04:00,3795.273,499.575,4084.050,30.780,2505.645,1136.930,148.125,122.782,1295.610,4464.682,366.158,197.960,95.082,6.107,720.545,4933.625,30952.215,54218.215
2025-01-02T04:00Z,2025-01-02 05:00,3854.465,499.913,5121.193,30.113,2840.350,1033.595,178.838,105.422,1287.747,4668.755,366.168,212.230,94.485,5.987,724.207,4567.615,29886.155,54443.643
2025-01-02T05:00Z,2025-01-02 06:00,3930.537,488.228,6223.847,29.663,3102.283,1001.445,203.667,112.852,1288.770,6380.083,366.153,232.525,95.225,6.290,717.835,5588.980,28292.842,57059.780
2025-01-02T06:00Z,2025-01-02 07:00,4106.738,519.120,7622.300,29.425,3787.810,861.952,305.038,107.550,1307.770,7934.030,366.140,268.005,94.435,8.293,718.195,5866.925,25130.217,58171.990
2025-01-02T07:00Z,2025-01-02 08:00,4293.920,515.768,8615.987,28.992,4685.870,137.460,1036.612,81.300,1347.758,8888.722,366.140,294.135,92.265,191.618,707.518,5753.055,22060.072,58959.732
2025-01-02T08:00Z,2025-01-02 09:00,4343.960,480.070,9250.105,28.953,4939.200,77.728,934.435,36.835,1355.785,9359.345,366.153,276.113,91.093,1609.830,693.515,5976.387,18476.213,58217.990
2025-01-02T09:00Z,2025-01-02 10:00,4298.413,465.902,10138.600,29.492,5127.327,54.595,1126.710,64.953,1361.130,9508.350,366.137,254.637,92.605,4079.253,707.325,5100.953,15208.520,57930.308
2025-01-02T10:00Z,2025-01-02 11:00,4220.885,482.400,10190.325,29.617,5194.535,93.310,475.968,35.075,1337.285,9501.545,366.150,232.500,95.262,6176.158,712.438,5169.565,12939.535,57159.243
2025-01-02T11:00Z,2025-01-02 12:00,4105.173,516.165,10174.965,29.587,5216.057,228.428,220.338,45.987,1341.945,9447.775,366.148,221.303,94.345,6712.113,666.827,5390.132,11810.702,56359.562
2025-01-02T12:00Z,2025-01-02 13:00,4076.950,536.895,10076.110,29.543,4907.680,528.415,178.398,87.553,1356.263,9597.620,366.160,207.060,96.218,5869.882,663.825,5468.247,11879.280,55397.682
2025-01-02T13:00Z,2025-01-02 14:00,4156.167,475.293,10098.917,29.383,4872.070,159.110,866.253,157.343,1393.140,9493.740,366.160,218.847,97.062,3576.515,661.442,5120.547,11342.183,52925.062
2025-01-02T14:00Z,2025-01-02 15:00,4296.342,441.123,10250.085,29.135,4878.595,8.252,3801.367,157.740,1430.780,9579.190,366.160,224.390,96.362,1087.547,660.750,5181.163,11595.512,54076.243
2025-01-02T15:00Z,2025-01-02 16:00,4441.622,449.105,10460.208,29.262,4772.003,9.447,3187.160,191.923,1470.420,9626.448,366.145,224.310,97.355,53.508,681.370,5315.425,12844.263,54210.525
2025-01-02T16:00Z,2025-01-02 17:00,4544.885,426.957,10479.745,30.005,4774.363,2.833,5922.312,239.995,1501.452,9548.370,366.170,221.522,97.355,22.723,674.005,6058.653,14691.138,59599.650
2025-01-02T17:00Z,2025-01-02 18:00,4568.265,461.908,10909.753,30.910,4858.528,3.752,5837.358,283.153,1504.598,9594.718,366.180,218.418,97.032,25.648,671.692,5556.515,15981.023,60965.695
2025-01-02T18:00Z,2025-01-02 19:00,4498.100,507.618,11097.355,31.905,4792.015,4.978,4846.350,197.358,1492.455,9644.560,366.118,217.435,95.357,17.455,669.942,5842.733,17959.065,62275.820
2025-01-02T19:00Z,2025-01-02 20:00,4375.488,548.768,10908.445,32.562,4632.090,129.525,2550.387,109.875,1355.205,9671.715,366.102,207.775,94.195,8.275,673.767,5894.560,18961.800,60391.010
2025-01-02T20:00Z,2025-01-02 21:00,4202.778,546.908,9828.597,32.860,4489.208,802.485,573.140,83.150,1110.932,9645.728,366.158,216.373,94.990,5.883,667.985,5907.127,18849.495,56621.310
2025-01-02T21:00Z,2025-01-02 22:00,4091.122,528.477,9463.142,33.445,4777.650,213.428,436.360,83.025,1271.358,9222.510,366.150,234.775,95.015,7.627,688.638,6626.403,18420.408,56346.105
2025-01-02T22:00Z,2025-01-02 23:00,3973.278,522.197,8611.557,34.148,4502.665,240.623,118.335,67.465,1388.285,8532.377,366.183,209.118,95.627,7.247,684.423,6322.602,18836.680,54272.188
2025-01-02T23:00Z,2025-01-03 00:00,3874.993,532.030,8475.577,34.567,3850.700,700.003,85.465,43.188,1358.555,8125.968,373.837,218.858,95.347,6.822,673.692,5972.710,19105.632,52827.943
2025-01-03T00:00Z,2025-01-03 01:00,3856.535,497.870,8131.130,34.445,3556.105,1720.342,98.450,20.913,1342.023,8088.142,373.865,219.200,94.580,7.643,674.503,5959.292,19305.872,52260.568
2025-01-03T01:00Z,2025-01-03 02:00,3827.932,471.413,8443.532,34.067,3820.370,3300.463,0.738,25.575,1345.120,8082.458,373.868,219.185,95.200,6.445,672.702,6201.833,20186.370,53806.807
2025-01-03T02:00Z,2025-01-03 03:00,3773.555,452.477,8616.415,33.955,3870.995,5169.155,28.610,24.685,1354.875,7965.887,373.868,219.222,96.188,8.020,675.188,5839.440,20860.917,54194.298
2025-01-03T03:00Z,2025-01-03 04:00,3785.738,483.442,8816.202,33.377,3954.725,5779.305,0.232,16.045,1358.850,7770.413,373.868,219.103,94.782,9.035,671.957,5211.753,23190.375,55989.897
2025-01-03T04:00Z,2025-01-03 05:00,3838.490,470.043,9183.845,33.168,3972.985,5482.200,9.773,36.755,1368.367,7781.323,373.880,218.920,95.755,9.117,678.847,4292.760,25447.507,57811.535
2025-01-03T05:00Z,2025-01-03 06:00,3968.285,467.298,9839.698,32.237,3930.613,4732.077,44.205,30.925,1402.533,7863.943,373.853,211.555,94.722,14.232,678.982,2881.787,29125.893,60960.760
2025-01-03T06:00Z,2025-01-03 07:00,4132.407,465.385,9346.525,31.945,3976.878,2464.960,21.460,100.225,1422.370,7761.573,373.863,211.207,94.067,18.733,673.408,1656.572,31378.493,61665.110
2025-01-03T07:00Z,2025-01-03 08:00,4235.283,470.127,9694.130,31.915,4429.177,1034.835,358.572,78.252,1442.790,7507.295,373.842,211.103,95.847,175.518,669.283,1604.027,33413.308,64790.470
2025-01-03T08:00Z,2025-01-03 09:00,4221.725,468.102,9784.888,31.900,4577.470,935.053,251.560,66.115,1449.332,7417.493,373.882,211.043,96.540,1611.775,666.648,1980.365,33794.450,67003.288
2025-01-03T09:00Z,2025-01-03 10:00,4092.930,469.743,9651.125,31.910,4820.562,903.205,152.765,104.550,1477.812,7517.222,373.865,210.960,93.815,4143.465,676.120,1435.017,34773.150,70025.012
2025-01-03T10:00Z,2025-01-03 11:00,4034.673,473.475,9712.722,30.155,4816.240,2428.387,49.557,70.485,1461.332,7502.038,373.827,210.868,95.105,6290.900,672.467,1113.900,36106.820,73014.565
2025-01-03T11:00Z,2025-01-03 12:00,3936.450,464.098,9517.233,29.315,4839.538,2906.582,24.312,32.555,1430.318,7125.530,373.880,209.108,97.760,6604.238,678.053,920.723,35919.197,72202.305
2025-01-03T12:00Z,2025-01-03 13:00,3918.217,461.262,9366.575,31.060,4743.890,2739.543,59.972,46.470,1418.555,6909.637,373.855,209.185,98.453,5937.750,684.327,1404.443,35023.505,70687.158
2025-01-03T13:00Z,2025-01-03 14:00,3974.710,495.840,8675.737,31.932,4581.148,1826.745,62.837,19.210,1436.140,6863.672,373.882,212.662,100.575,3998.410,682.430,3350.105,33380.500,68239.792
2025-01-03T14:00Z,2025-01-03 15:00,4099.488,490.347,9015.415,32.005,4793.188,1670.005,176.593,62.942,1448.642,7222.560,373.850,212.875,97.610,1604.423,681.300,4003.713,32106.420,66421.370
2025-01-03T15:00Z,2025-01-03 16:00,4332.238,482.175,9244.432,32.085,5058.977,832.930,459.695,57.560,1478.878,8125.953,373.830,212.885,98.305,119.275,657.663,4767.387,30830.750,66332.087
2025-01-03T16:00Z,2025-01-03 17:00,4466.488,488.850,9793.560,32.270,5203.112,289.815,1882.327,172.660,1485.057,8445.528,374.067,212.965,98.685,11.030,660.332,5221.465,29513.875,68062.272
2025-01-03T17:00Z,2025-01-03 18:00,4534.515,498.918,9843.980,32.398,5071.927,73.305,2996.767,228.608,1524.638,8521.845,374.370,212.857,100.710,13.322,660.418,5097.077,27926.663,67639.012
2025-01-03T18:00Z,2025-01-03 19:00,4484.500,534.033,9258.470,32.623,5053.530,16.680,2150.150,80.148,1484.775,9145.013,374.382,213.123,100.933,9.235,656.473,5996.115,27100.645,66674.145
2025-01-03T19:00Z,2025-01-03 20:00,4242.847,570.680,8704.112,32.692,5022.115,369.022,913.697,52.567,1429.562,9566.728,374.470,213.425,101.168,7.192,660.303,6374.062,26337.698,64603.320
2025-01-03T20:00Z,2025-01-03 21:00,4049.410,535.873,8113.455,32.860,5174.823,469.415,144.000,31.703,1382.395,10226.650,374.522,218.845,101.322,7.287,660.872,5914.717,26470.575,63439.310
2025-01-03T21:00Z,2025-01-03 22:00,3955.023,522.260,7691.530,33.295,5022.795,686.268,286.710,48.417,1396.215,10330.702,374.507,219.028,101.733,8.600,612.507,5334.865,24867.460,60805.647
2025-01-03T22:00Z,2025-01-03 23:00,3913.965,503.430,6766.028,33.562,4767.585,1483.822,858.935,65.720,1383.260,10840.060,374.565,219.030,99.718,8.752,591.230,4315.318,23739.603,58480.760
2025-01-03T23:00Z,2025-01-04 00:00,3902.767,549.480,6131.765,33.727,4620.350,716.643,293.840,25.835,1373.047,9859.858,374.645,231.470,99.483,8.293,590.440,3565.993,22674.158,54335.150
2025-01-04T00:00Z,2025-01-04 01:00,3819.523,513.380,6111.305,33.815,4130.285,1587.543,194.240,43.185,1387.080,10373.298,374.490,267.930,99.745,7.390,584.720,3422.703,20860.745,52223.833
2025-01-04T01:00Z,2025-01-04 02:00,3798.955,516.280,6056.275,33.907,3707.028,1019.438,338.120,55.930,1401.668,11070.150,374.243,293.440,99.770,7.508,586.592,2837.463,18184.943,49362.270
2025-01-04T02:00Z,2025-01-04 03:00,3801.465,515.810,6111.073,34.065,3803.227,785.663,316.793,55.288,1390.918,11255.630,373.902,281.450,98.330,6.887,580.460,2052.213,15746.545,46424.055
2025-01-04T03:00Z,2025-01-04 04:00,3882.810,499.147,6316.715,34.047,4147.517,331.270,314.822,34.330,1378.475,11421.120,373.893,302.847,97.210,6.853,586.342,1518.070,13788.208,44702.408
2025-01-04T04:00Z,2025-01-04 05:00,3965.408,523.410,6594.625,34.110,4592.750,102.047,256.062,27.427,1375.862,11630.460,373.892,303.010,97.543,6.442,584.308,1172.912,11254.987,42793.210
2025-01-04T05:00Z,2025-01-04 06:00,4080.755,511.800,7248.297,34.180,5155.392,236.475,264.510,73.478,1393.632,11870.513,373.858,313.650,96.485,8.410,587.930,1245.770,9978.003,43236.663
2025-01-04T06:00Z,2025-01-04 07:00,4237.185,489.043,7713.997,34.395,5321.250,296.113,368.610,61.248,1422.800,11912.760,373.865,313.790,96.463,8.357,585.942,1108.900,9181.560,43230.165
2025-01-04T07:00Z,2025-01-04 08:00,4358.350,504.410,8505.190,34.422,5374.137,124.915,1406.513,94.733,1485.182,11933.205,373.868,319.445,101.835,295.530,581.273,1637.023,8432.410,45437.525
2025-01-04T08:00Z,2025-01-04 09:00,4373.398,520.817,8851.597,34.090,5375.108,102.862,1593.330,97.333,1480.215,11967.968,373.877,325.630,102.625,1962.497,580.368,2569.267,7564.245,47772.365
2025-01-04T09:00Z,2025-01-04 10:00,4376.545,506.433,8863.923,33.750,5355.702,13.640,1320.933,112.010,1489.068,12179.288,373.882,326.820,102.490,4094.057,580.308,2443.943,7336.712,49495.862
2025-01-04T10:00Z,2025-01-04 11:00,4270.740,520.570,8858.033,33.340,5226.408,18.775,765.550,48.672,1471.675,12190.417,373.873,326.748,103.250,5476.688,581.562,3157.793,7404.925,50810.243
2025-01-04T11:00Z,2025-01-04 12:00,4198.762,497.123,8910.907,32.987,5208.297,131.007,225.817,42.067,1513.277,12292.423,373.863,326.643,102.990,5880.337,590.098,2453.693,7203.172,49852.458
2025-01-04T12:00Z,2025-01-04 13:00,4169.417,505.868,9287.158,32.920,5202.653,13.390,1050.720,54.750,1447.767,12291.167,373.863,326.705,103.970,5147.345,584.875,2827.080,7334.665,50740.923
2025-01-04T13:00Z,2025-01-04 14:00,4207.130,517.820,9745.650,32.858,5141.260,31.150,1420.493,85.958,1455.523,12290.943,373.842,326.663,103.648,3432.142,590.820,2545.757,7530.245,49800.750
2025-01-04T14:00Z,2025-01-04 15:00,4369.102,482.830,10120.560,32.970,5184.102,9.275,3526.555,89.487,1481.612,12314.283,373.855,326.805,102.067,1199.030,589.480,2781.423,7402.710,50376.873
2025-01-04T15:00Z,2025-01-04 16:00,4570.425,481.352,10226.673,33.148,5238.042,3.160,4868.495,200.360,1496.203,12316.190,373.845,326.780,101.475,74.555,595.800,2774.700,8305.090,51983.132
2025-01-04T16:00Z,2025-01-04 17:00,4631.805,498.363,10406.068,33.290,5383.140,0.245,6096.650,271.957,1527.072,12306.670,374.733,326.805,102.252,14.742,595.295,2642.983,8979.180,54191.005
2025-01-04T17:00Z,2025-01-04 18:00,4625.292,493.925,10312.307,33.407,5425.698,3.317,4664.075,260.967,1529.017,12323.085,373.842,326.743,102.877,11.820,589.043,2475.693,9771.347,53319.140
2025-01-04T18:00Z,2025-01-04 19:00,4515.755,489.760,10057.112,33.515,5337.427,43.917,2884.945,147.595,1515.388,12314.083,373.847,326.455,103.088,7.390,586.450,2208.472,10645.388,51546.670
2025-01-04T19:00Z,2025-01-04 20:00,4371.915,493.680,9414.827,33.590,5336.038,222.292,1377.880,191.418,1430.475,12231.862,373.850,315.740,103.210,7.395,597.757,1916.028,10647.110,48842.775
2025-01-04T20:00Z,2025-01-04 21:00,4232.333,495.335,8639.795,33.597,5264.285,31.585,629.783,150.192,1418.015,11954.510,373.855,315.790,103.465,7.018,596.152,2223.150,10425.225,46862.500
2025-01-04T21:00Z,2025-01-04 22:00,4091.625,491.483,7718.435,33.745,5033.985,30.115,181.215,63.502,1374.445,11476.028,373.858,315.863,103.325,6.402,596.985,2491.153,9938.752,44290.800
2025-01-04T22:00Z,2025-01-04 23:00,4036.983,504.892,7124.100,33.850,4543.257,52.255,245.197,56.805,1376.987,11303.087,373.865,315.955,103.525,6.482,592.310,2316.590,9519.900,42453.787
2025-01-04T23:00Z,2025-01-05 00:00,3990.122,539.023,6682.035,33.890,3930.283,741.043,506.000,66.260,1363.440,11046.817,376.155,316.058,103.445,8.922,588.642,2087.882,8562.943,40201.917
2025-01-05T00:00Z,2025-01-05 01:00,3980.875,520.878,6392.395,33.740,2948.650,79.015,442.840,69.537,1374.133,11016.872,376.163,315.998,103.797,6.268,592.173,1852.487,8591.050,38617.855
2025-01-05T01:00Z,2025-01-05 02:00,3963.287,518.132,6190.842,33.630,2452.077,39.375,427.180,104.230,1382.095,11020.597,376.175,316.050,103.698,6.723,591.598,1599.175,8430.925,37516.415
2025-01-05T02:00Z,2025-01-05 03:00,3962.920,515.892,5816.175,33.468,1917.995,315.815,99.915,66.690,1366.145,10947.677,376.168,306.832,103.820,6.268,595.358,1119.787,7960.938,35196.048
2025-01-05T03:00Z,2025-01-05 04:00,3967.122,500.952,5549.040,33.188,1697.285,409.752,386.373,68.010,1382.295,10997.520,376.150,283.137,104.007,6.450,585.273,1046.860,8355.407,35339.070
2025-01-05T04:00Z,2025-01-05 05:00,3950.815,502.452,5286.575,32.705,1755.740,663.725,169.127,23.705,1406.975,11071.783,376.170,265.955,103.760,6.117,587.665,1405.890,9679.347,36624.783
2025-01-05T05:00Z,2025-01-05 06:00,3993.793,509.275,5286.773,32.490,1771.500,1485.160,136.472,38.612,1437.420,10626.640,376.168,256.805,103.558,5.947,585.733,2219.090,11034.335,38414.610
2025-01-05T06:00Z,2025-01-05 07:00,4071.605,507.115,5426.432,32.258,1856.678,644.420,132.080,131.815,1441.112,10390.115,376.165,241.465,103.718,7.133,587.465,3593.613,12836.320,41735.088
2025-01-05T07:00Z,2025-01-05 08:00,4155.605,531.538,5858.695,31.710,2032.007,885.595,108.815,21.068,1444.660,10136.975,376.183,239.535,103.343,45.315,579.775,4837.485,15728.215,46230.923
2025-01-05T08:00Z,2025-01-05 09:00,4219.395,486.775,6193.323,30.570,1973.012,1387.592,422.832,36.235,1485.608,10074.972,376.152,221.550,102.775,349.663,580.528,5491.767,18154.513,50199.670
2025-01-05T09:00Z,2025-01-05 10:00,4179.780,475.815,6416.850,29.675,1870.520,510.300,494.905,20.988,1495.408,10139.620,376.160,220.822,103.142,936.760,582.280,6029.870,20742.893,54115.488
2025-01-05T10:00Z,2025-01-05 11:00,4170.677,428.252,6467.587,30.150,1853.780,897.567,573.983,30.735,1515.568,9308.257,376.160,220.630,101.918,1570.475,587.663,6160.760,22544.655,55941.250
2025-01-05T11:00Z,2025-01-05 12:00,4081.253,447.398,6510.658,30.383,1806.545,359.877,957.475,88.447,1573.783,8888.368,376.168,220.830,101.410,2037.122,590.513,6147.682,23527.403,57385.435
2025-01-05T12:00Z,2025-01-05 13:00,4033.302,443.855,6665.538,29.995,1706.352,274.058,1018.423,35.307,1551.115,7569.255,376.147,221.160,100.885,2025.767,584.190,6305.165,24472.553,57139.010
2025-01-05T13:00Z,2025-01-05 14:00,4074.850,474.210,6412.127,29.990,1727.062,410.773,408.565,73.502,1583.517,7125.587,376.155,257.460,98.810,1400.727,587.207,5841.398,26378.528,56849.697
2025-01-05T14:00Z,2025-01-05 15:00,4111.102,464.305,6334.565,30.087,1718.575,492.210,118.553,66.515,1599.892,6356.113,376.155,283.827,98.970,578.800,589.413,5151.135,28477.342,56355.350
2025-01-05T15:00Z,2025-01-05 16:00,4244.665,486.800,6321.798,29.895,1758.225,657.785,258.405,26.988,1588.915,6187.610,376.140,302.800,100.345,69.835,594.737,5574.998,30644.905,58567.060
2025-01-05T16:00Z,2025-01-05 17:00,4362.898,477.692,6627.488,29.895,1757.350,511.930,515.503,48.800,1610.503,5691.405,376.185,312.207,100.485,14.402,599.128,6155.467,31552.570,60231.978
2025-01-05T17:00Z,2025-01-05 18:00,4360.465,470.730,6522.275,30.065,1678.253,547.215,876.602,23.973,1601.928,5497.545,376.165,315.327,100.302,11.425,589.810,6088.520,31757.685,60301.070
2025-01-05T18:00Z,2025-01-05 19:00,4282.950,462.170,5851.595,30.240,1353.778,446.520,317.197,23.273,1608.095,5243.715,376.147,315.050,101.083,8.322,592.423,6376.493,31096.732,58039.262
2025-01-05T19:00Z,2025-01-05 20:00,4155.602,477.717,5397.408,30.335,1351.852,475.882,210.005,35.660,1604.160,4550.470,376.153,284.712,101.388,7.383,592.225,5949.140,30588.210,55712.420
2025-01-05T20:00Z,2025-01-05 21:00,4059.145,473.587,5562.190,30.718,1350.490,1281.457,662.812,69.032,1609.158,4309.480,376.168,282.668,100.222,5.797,590.210,5460.145,30157.265,55099.087
2025-01-05T21:00Z,2025-01-05 22:00,3976.015,478.303,5693.125,32.258,1332.750,1646.255,504.120,16.062,1591.025,4526.410,376.175,288.630,98.727,5.790,592.490,5575.540,28257.740,53345.160
2025-01-05T22:00Z,2025-01-05 23:00,3888.720,475.390,4912.820,32.330,1340.662,1961.807,311.995,13.518,1582.827,4433.497,376.150,254.227,98.157,6.120,583.600,5400.782,28222.287,51933.085
2025-01-05T23:00Z,2025-01-06 00:00,3791.608,532.860,3730.585,32.350,1238.130,3601.835,144.312,40.057,1588.967,3598.318,370.033,203.933,98.543,5.742,592.253,6407.855,28369.725,50745.270
2025-01-06T00:00Z,2025-01-06 01:00,3769.872,482.185,3710.955,32.492,1492.947,3540.125,326.957,44.340,1591.773,3441.045,370.002,202.577,97.507,5.690,596.378,6574.068,28817.340,51556.130
2025-01-06T01:00Z,2025-01-06 02:00,3728.460,478.598,3851.492,32.575,1681.310,4274.585,166.157,19.830,1581.273,3376.350,369.995,202.507,96.570,5.475,594.550,6318.690,30417.215,52921.048
2025-01-06T02:00Z,2025-01-06 03:00,3676.935,512.882,3846.770,32.707,1754.280,6009.215,3.812,15.980,1592.477,3303.168,370.002,202.582,96.675,7.492,600.320,6545.663,32032.853,54594.600
2025-01-06T03:00Z,2025-01-06 04:00,3646.290,526.585,3838.195,32.280,1761.562,6117.665,28.355,20.233,1598.178,3269.995,370.007,202.662,97.045,8.005,623.378,6611.265,33341.058,55975.092
2025-01-06T04:00Z,2025-01-06 05:00,3626.838,492.150,3919.923,31.628,1655.412,5646.735,32.710,67.403,1591.030,3216.793,370.007,202.540,97.510,8.010,630.942,6583.168,34930.385,57456.447
2025-01-06T05:00Z,2025-01-06 06:00,3715.037,489.140,4216.470,30.843,1450.730,4477.868,73.088,77.743,1599.360,3294.032,370.012,202.502,96.733,9.690,639.957,5972.875,37026.420,59264.633
2025-01-06T06:00Z,2025-01-06 07:00,3871.880,505.380,4699.000,30.355,1545.693,1805.402,168.397,34.735,1602.320,3451.620,370.005,202.308,96.657,11.428,641.150,5459.550,38877.520,61567.998
2025-01-06T07:00Z,2025-01-06 08:00,3974.148,463.570,5439.583,30.265,1556.017,390.890,2423.052,52.510,1709.115,3486.080,370.010,202.137,96.195,330.265,643.785,4724.910,39751.698,65253.340
2025-01-06T08:00Z,2025-01-06 09:00,4041.080,485.555,5497.710,30.455,1762.423,576.128,2426.680,33.567,1720.132,3497.450,370.017,202.113,98.230,2378.720,616.138,4914.142,40234.600,68309.012
2025-01-06T09:00Z,2025-01-06 10:00,3957.235,466.793,5047.392,30.023,1660.952,1205.372,991.942,31.710,1639.612,3350.707,369.998,202.035,99.418,4962.400,613.435,5656.967,40650.762,69731.383
